Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
45.0770         -0.6362      -0.7282       0.0920    20.9
45.0780         -0.6365      -0.7262       0.0897    20.4
45.0790         -0.6361      -0.7193       0.0832    18.9
45.0800         -0.6356      -0.7118       0.0762    17.3
45.0810         -0.6357      -0.7087       0.0730    16.6
45.0820         -0.6356      -0.7120       0.0764    17.4
45.0830         -0.6358      -0.7193       0.0835    19.0
45.0840         -0.6359      -0.7253       0.0894    20.4
45.0850         -0.6356      -0.7259       0.0903    20.6
45.0860         -0.6354      -0.7207       0.0853    19.4
45.0870         -0.6353      -0.7129       0.0776    17.7
45.0880         -0.6356      -0.7073       0.0717    16.3
45.0890         -0.6358      -0.7074       0.0715    16.3
45.0900         -0.6363      -0.7129       0.0766    17.4
45.0910         -0.6368      -0.7202       0.0834    19.0
45.0920         -0.6374      -0.7243       0.0869    19.8
45.0930         -0.6377      -0.7225       0.0848    19.3
45.0940         -0.6363      -0.7157       0.0794    18.1
45.0950         -0.6366      -0.7081       0.0715    16.3
45.0960         -0.6364      -0.7047       0.0683    15.5
45.0970         -0.6371      -0.7078       0.0707    16.1
45.0980         -0.6379      -0.7150       0.0772    17.6
45.0990         -0.6391      -0.7214       0.0822    18.7
45.1000         -0.6393      -0.7224       0.0831    18.9
45.1010         -0.6389      -0.7175       0.0786    17.9
45.1020         -0.6389      -0.7098       0.0709    16.1
45.1030         -0.6385      -0.7041       0.0656    14.9
45.1040         -0.6388      -0.7038       0.0651    14.8
45.1050         -0.6389      -0.7089       0.0700    15.9
45.1060         -0.6393      -0.7159       0.0766    17.4
45.1070         -0.6398      -0.7202       0.0804    18.3
45.1080         -0.6398      -0.7190       0.0791    18.0
45.1090         -0.6394      -0.7129       0.0734    16.7
45.1100         -0.6392      -0.7058       0.0666    15.1
45.1110         -0.6394      -0.7024       0.0630    14.3
45.1120         -0.6399      -0.7049       0.0651    14.8
45.1130         -0.6402      -0.7114       0.0712    16.2
45.1140         -0.6404      -0.7174       0.0770    17.5
45.1150         -0.6404      -0.7188       0.0783    17.8
45.1160         -0.6403      -0.7147       0.0743    16.9
45.1170         -0.6395      -0.7077       0.0683    15.5
45.1180         -0.6392      -0.7023       0.0631    14.4
45.1190         -0.6391      -0.7017       0.0626    14.2
45.1200         -0.6388      -0.7061       0.0672    15.3
45.1210         -0.6389      -0.7127       0.0738    16.8
45.1220         -0.6386      -0.7174       0.0788    17.9
45.1230         -0.6381      -0.7167       0.0786    17.9
45.1240         -0.6376      -0.7110       0.0733    16.7
45.1250         -0.6377      -0.7039       0.0662    15.1
45.1260         -0.6377      -0.7004       0.0626    14.2
45.1270         -0.6380      -0.7027       0.0647    14.7
45.1280         -0.6387      -0.7093       0.0706    16.1
45.1290         -0.6394      -0.7156       0.0762    17.3
45.1300         -0.6395      -0.7176       0.0781    17.8
45.1310         -0.6398      -0.7140       0.0742    16.9
45.1320         -0.6394      -0.7071       0.0677    15.4
45.1330         -0.6387      -0.7013       0.0626    14.2
45.1340         -0.6382      -0.7004       0.0623    14.2
45.1350         -0.6385      -0.7050       0.0665    15.1
45.1360         -0.6390      -0.7121       0.0730    16.6
45.1370         -0.6392      -0.7171       0.0780    17.7
45.1380         -0.6391      -0.7171       0.0780    17.7
45.1390         -0.6393      -0.7117       0.0724    16.5
45.1400         -0.6383      -0.7047       0.0664    15.1
45.1410         -0.6385      -0.7007       0.0622    14.1
45.1420         -0.6390      -0.7026       0.0635    14.5
45.1430         -0.6391      -0.7090       0.0699    15.9
45.1440         -0.6396      -0.7156       0.0760    17.3
45.1450         -0.6397      -0.7180       0.0782    17.8
45.1460         -0.6393      -0.7147       0.0754    17.1
45.1470         -0.6385      -0.7081       0.0696    15.8
45.1480         -0.6384      -0.7024       0.0639    14.5
45.1490         -0.6382      -0.7011       0.0629    14.3
45.1500         -0.6381      -0.7049       0.0668    15.2
45.1510         -0.6385      -0.7116       0.0731    16.6
45.1520         -0.6390      -0.7169       0.0780    17.7
45.1530         -0.6390      -0.7176       0.0786    17.9
45.1540         -0.6388      -0.7131       0.0743    16.9
45.1550         -0.6386      -0.7064       0.0678    15.4
45.1560         -0.6388      -0.7020       0.0632    14.4
45.1570         -0.6383      -0.7031       0.0648    14.7
45.1580         -0.6384      -0.7089       0.0705    16.0
45.1590         -0.6386      -0.7157       0.0771    17.5
45.1600         -0.6387      -0.7189       0.0802    18.3
45.1610         -0.6386      -0.7167       0.0780    17.8
45.1620         -0.6385      -0.7106       0.0721    16.4
45.1630         -0.6389      -0.7046       0.0657    14.9
45.1640         -0.6383      -0.7027       0.0644    14.6
45.1650         -0.6381      -0.7060       0.0679    15.4
45.1660         -0.6377      -0.7127       0.0750    17.1
45.1670         -0.6378      -0.7185       0.0806    18.3
45.1680         -0.6381      -0.7197       0.0816    18.6
45.1690         -0.6383      -0.7155       0.0772    17.6
45.1700         -0.6386      -0.7085       0.0699    15.9
45.1710         -0.6381      -0.7037       0.0656    14.9
45.1720         -0.6384      -0.7044       0.0660    15.0
45.1730         -0.6384      -0.7106       0.0722    16.4
45.1740         -0.6387      -0.7179       0.0792    18.0
45.1750         -0.6390      -0.7216       0.0827    18.8
45.1760         -0.6387      -0.7195       0.0809    18.4
45.1770         -0.6383      -0.7133       0.0750    17.1
45.1780         -0.6380      -0.7070       0.0691    15.7
45.1790         -0.6381      -0.7049       0.0668    15.2
45.1800         -0.6378      -0.7084       0.0705    16.0
45.1810         -0.6382      -0.7153       0.0771    17.5
45.1820         -0.6386      -0.7215       0.0829    18.9
45.1830         -0.6385      -0.7231       0.0846    19.2
45.1840         -0.6381      -0.7191       0.0809    18.4
45.1850         -0.6385      -0.7121       0.0736    16.7
45.1860         -0.6380      -0.7071       0.0690    15.7
45.1870         -0.6387      -0.7077       0.0690    15.7
45.1880         -0.6398      -0.7138       0.0740    16.8
45.1890         -0.6397      -0.7214       0.0817    18.6
45.1900         -0.6403      -0.7254       0.0851    19.4
45.1910         -0.6402      -0.7233       0.0831    18.9
45.1920         -0.6400      -0.7168       0.0768    17.5
45.1930         -0.6402      -0.7102       0.0701    15.9
45.1940         -0.6399      -0.7079       0.0681    15.5
45.1950         -0.6398      -0.7114       0.0716    16.3
45.1960         -0.6407      -0.7186       0.0779    17.7
45.1970         -0.6410      -0.7252       0.0841    19.1
45.1980         -0.6408      -0.7271       0.0863    19.6
45.1990         -0.6411      -0.7230       0.0819    18.6
45.2000         -0.6408      -0.7157       0.0749    17.0
45.2010         -0.6405      -0.7101       0.0696    15.8
45.2020         -0.6399      -0.7105       0.0706    16.1
45.2030         -0.6402      -0.7168       0.0765    17.4
45.2040         -0.6404      -0.7247       0.0843    19.2
45.2050         -0.6407      -0.7291       0.0884    20.1
45.2060         -0.6402      -0.7274       0.0871    19.8
45.2070         -0.6396      -0.7210       0.0813    18.5
45.2080         -0.6395      -0.7142       0.0747    17.0
45.2090         -0.6397      -0.7114       0.0717    16.3
45.2100         -0.6397      -0.7145       0.0748    17.0
45.2110         -0.6401      -0.7215       0.0813    18.5
45.2120         -0.6411      -0.7280       0.0870    19.8
45.2130         -0.6418      -0.7301       0.0883    20.1
45.2140         -0.6412      -0.7264       0.0852    19.4
45.2150         -0.6410      -0.7195       0.0785    17.9
45.2160         -0.6406      -0.7139       0.0733    16.7
45.2170         -0.6405      -0.7136       0.0731    16.6
45.2180         -0.6410      -0.7191       0.0781    17.8
45.2190         -0.6413      -0.7267       0.0854    19.4
45.2200         -0.6415      -0.7314       0.0899    20.4
45.2210         -0.6413      -0.7302       0.0889    20.2
45.2220         -0.6412      -0.7244       0.0832    18.9
45.2230         -0.6408      -0.7178       0.0770    17.5
45.2240         -0.6409      -0.7148       0.0740    16.8
45.2250         -0.6408      -0.7173       0.0765    17.4
45.2260         -0.6412      -0.7236       0.0824    18.7
45.2270         -0.6413      -0.7300       0.0887    20.2
45.2280         -0.6416      -0.7324       0.0908    20.7
45.2290         -0.6415      -0.7293       0.0878    20.0
45.2300         -0.6415      -0.7226       0.0810    18.4
45.2310         -0.6410      -0.7168       0.0757    17.2
45.2320         -0.6409      -0.7161       0.0751    17.1
45.2330         -0.6412      -0.7211       0.0799    18.2
45.2340         -0.6411      -0.7284       0.0874    19.9
45.2350         -0.6413      -0.7332       0.0919    20.9
45.2360         -0.6413      -0.7323       0.0910    20.7
45.2370         -0.6410      -0.7264       0.0855    19.5
45.2380         -0.6408      -0.7195       0.0788    17.9
45.2390         -0.6411      -0.7160       0.0749    17.1
45.2400         -0.6410      -0.7180       0.0770    17.5
45.2410         -0.6414      -0.7243       0.0830    18.9
45.2420         -0.6414      -0.7310       0.0896    20.4
45.2430         -0.6416      -0.7337       0.0921    21.0
45.2440         -0.6406      -0.7307       0.0901    20.5
45.2450         -0.6408      -0.7238       0.0830    18.9
45.2460         -0.6409      -0.7177       0.0768    17.5
45.2470         -0.6401      -0.7164       0.0763    17.4
45.2480         -0.6397      -0.7209       0.0812    18.5
45.2490         -0.6401      -0.7281       0.0880    20.0
45.2500         -0.6399      -0.7333       0.0934    21.2
45.2510         -0.6398      -0.7329       0.0930    21.2
45.2520         -0.6394      -0.7273       0.0879    20.0
45.2530         -0.6389      -0.7204       0.0815    18.5
45.2540         -0.6388      -0.7166       0.0778    17.7
45.2550         -0.6385      -0.7181       0.0796    18.1
45.2560         -0.6394      -0.7238       0.0844    19.2
45.2570         -0.6398      -0.7301       0.0904    20.6
45.2580         -0.6401      -0.7331       0.0930    21.2
45.2590         -0.6397      -0.7305       0.0908    20.7
45.2600         -0.6393      -0.7242       0.0849    19.3
45.2610         -0.6392      -0.7181       0.0790    18.0
45.2620         -0.6391      -0.7165       0.0774    17.6
45.2630         -0.6391      -0.7203       0.0813    18.5
45.2640         -0.6394      -0.7270       0.0875    19.9
45.2650         -0.6396      -0.7318       0.0922    21.0
45.2660         -0.6398      -0.7316       0.0918    20.9
45.2670         -0.6390      -0.7266       0.0876    19.9
45.2680         -0.6385      -0.7201       0.0815    18.6
45.2690         -0.6384      -0.7160       0.0776    17.7
45.2700         -0.6387      -0.7169       0.0783    17.8
45.2710         -0.6392      -0.7221       0.0829    18.9
45.2720         -0.6396      -0.7282       0.0886    20.2
45.2730         -0.6401      -0.7314       0.0913    20.8
45.2740         -0.6408      -0.7295       0.0887    20.2
45.2750         -0.6408      -0.7237       0.0828    18.9
45.2760         -0.6401      -0.7178       0.0778    17.7
45.2770         -0.6396      -0.7157       0.0761    17.3
45.2780         -0.6399      -0.7190       0.0791    18.0
45.2790         -0.6404      -0.7253       0.0849    19.3
45.2800         -0.6403      -0.7303       0.0899    20.5
45.2810         -0.6403      -0.7305       0.0902    20.5
45.2820         -0.6401      -0.7259       0.0858    19.5
45.2830         -0.6399      -0.7194       0.0795    18.1
45.2840         -0.6396      -0.7151       0.0755    17.2
45.2850         -0.6394      -0.7154       0.0760    17.3
45.2860         -0.6401      -0.7200       0.0799    18.2
45.2870         -0.6406      -0.7260       0.0853    19.4
45.2880         -0.6413      -0.7293       0.0881    20.0
45.2890         -0.6414      -0.7278       0.0864    19.7
45.2900         -0.6411      -0.7222       0.0811    18.4
45.2910         -0.6406      -0.7160       0.0754    17.2
45.2920         -0.6406      -0.7135       0.0728    16.6
45.2930         -0.6405      -0.7163       0.0758    17.2
45.2940         -0.6406      -0.7224       0.0818    18.6
45.2950         -0.6405      -0.7276       0.0871    19.8
45.2960         -0.6403      -0.7283       0.0879    20.0
45.2970         -0.6398      -0.7239       0.0842    19.2
45.2980         -0.6397      -0.7175       0.0778    17.7
45.2990         -0.6396      -0.7129       0.0733    16.7
45.3000         -0.6393      -0.7129       0.0736    16.7
45.3010         -0.6398      -0.7176       0.0777    17.7
45.3020         -0.6402      -0.7237       0.0836    19.0
45.3030         -0.6399      -0.7274       0.0875    19.9
45.3040         -0.6393      -0.7260       0.0867    19.7
45.3050         -0.6388      -0.7201       0.0813    18.5
45.3060         -0.6387      -0.7136       0.0748    17.0
45.3070         -0.6388      -0.7108       0.0720    16.4
45.3080         -0.6385      -0.7137       0.0752    17.1
45.3090         -0.6389      -0.7204       0.0814    18.5
45.3100         -0.6387      -0.7262       0.0875    19.9
45.3110         -0.6383      -0.7270       0.0887    20.2
45.3120         -0.6385      -0.7225       0.0840    19.1
45.3130         -0.6386      -0.7159       0.0773    17.6
45.3140         -0.6386      -0.7112       0.0726    16.5
45.3150         -0.6384      -0.7113       0.0729    16.6
